directory_category,entity_featured__value,post_content,location_address__street,location_address__street2,location_address__city,location_address__country,location_address__address,location_address__lat,location_address__term_id,location_address__lng,location_address__zip,location_address__province,location_address__timezone,directory_photos,voting_rating,directory_tag,post_title,voting_updown,field_opening_hours,field_phone,field_price_range,field_social_accounts__facebook,field_social_accounts__instagram,field_social_accounts__linkedin,field_social_accounts__twitter,field_social_accounts__youtube,field_videos,field_website
devises-et-inscriptions;patrimoine-historique;point-de-vue;portes-historiques;shooting-place;vestiges-medievaux,,,"rue du château",,Chimay,BE,"Rue du Château 11, 6460 Chimay, Belgique",50.049027,chimay,4.314689,6460,"Waals Gewest",Europe/Brussels,13-porte-triomphale.jpg,,,"Porte Triomphale",,,,0|100,,,,,,,
contes-et-legendes;devises-et-inscriptions;meeting-space;monuments-et-statues;patrimoine-historique;shooting-place;velo-bienvenue,,,"grand place",,Chimay,BE,"Grand'Place 1912, 6460 Chimay, Belgique",50.049076,chimay,4.315089,6460,Wallonie,Europe/Brussels,14.-fontaine-3.jpg,,,"Fontaine des Princes",,,,0|100,,,,,,,
animation-musicale;attraction;contes-et-legendes;fantomes;tournages;monuments-et-statues;moto-bienvenue;parkings;patrimoine-historique;point-de-vue;shooting-place;toilettes-publiques;velo-bienvenue,,,"grand place",,Chimay,BE,"Grand'Place 34, 6460 Chimay, Belgique",50.04913,chimay,4.315317,6460,Wallonie,Europe/Brussels,fontaine-princes.jpg,,acces-pmr,"Grand Place",,,,0|100,,,,,,,
attraction;contes-et-legendes;devises-et-inscriptions;fantomes;tournages;patrimoine-historique;puzzle;toilettes-publiques,,,"grand place 1",,Chimay,BE,"Grand'Rue 1, 6460 Chimay, Belgique",50.048798,chimay,4.314749,6460,Wallonie,Europe/Brussels,hotel-de-ville.jpg,,acces-pmr,"Hôtel de Ville",,,,0|100,,,,,,,
centres-medicaux,,,"bld louise 18",,Chimay,BE,"Boulevard Louise 18, 6460 Chimay, Belgique",50.044836,chimay,4.310034,6460,Wallonie,Europe/Brussels,,,acces-pmr,"Hôpital de Chimay (CSF)",,,060218811,,,,,,,,
centres-medicaux,,"Poste de Garde - Polyclinique du Centre de Santé des Fagnes (Hôpital - CSF)","chausé de couvin 41",,Chimay,BE,"Chaussée de Couvin 41, 6460 Chimay, Belgique",50.046848,chimay,4.323424,6460,Wallonie,Europe/Brussels,polyclinique_du_CSF3.jpg,,acces-pmr,"Poste de Garde",,,060211534,0|100,,,,,,,
art-artisanat;culture;meeting-space;parkings;wifi,,,"rue de la socque 12",,Chimay,BE,"Rue de la Soque 10, 6460 Chimay, Belgique",50.047314,chimay,4.315277,6460,Wallonie,Europe/Brussels,,,acces-pmr,"Maison de la Socque",,,,,,,,,,,
depart-de-balade;hiking;patrimoine-naturel,,,"Place Léopold",,Chimay,BE,"N99 16, 6460 Chimay, Belgique",50.047302,chimay,4.317328,6460,Wallonie,Europe/Brussels,,,,"Promenade du Moulin du Blanc",,,,,,,,,,,
depart-de-balade;hiking;patrimoine-naturel,,,"Place Léopold",,Chimay,BE,"N99 16, 6460 Chimay, Belgique",50.047302,chimay,4.317328,6460,Wallonie,Europe/Brussels,bois.jpg,,,"Promenade des Crayas",,,,0|100,,,,,,,
lieux-de-culte;patrimoine-historique,,,"Rue du Four 3",,Chimay,BE,"Rue du Four 3, 6460 Chimay, Belgique",50.049094,chimay,4.314036,6460,Wallonie,Europe/Brussels,,,,"Eglise Protestante",,,060211710,,,,,,,,
lieux-de-culte;patrimoine-historique,,,"bld louise",,Chimay,BE,"Boulevard Louise 17, 6460 Chimay, Belgique",50.044943,chimay,4.314861,6460,Wallonie,Europe/Brussels,misericorde.jpg,,,"Chapelle ND de la Miséricorde",,,,0|100,,,,,,,
lieux-de-culte;patrimoine-historique,,,"Rue des Sartiaux 1",,Chimay,BE,"Rue des Sartiaux 1, 6460 Chimay, Belgique",50.046503,chimay,4.317866,6460,Wallonie,Europe/Brussels,st-ghislain.jpg,,,"Chapelle Saint-Ghislain",,,,0|100,,,,,,,
tournages;patrimoine-historique,,,"rue d'angleterre",,Chimay,BE,"Rue d'Angleterre 28, 6460 Chimay, Belgique",50.048536,chimay,4.314805,6460,Wallonie,Europe/Brussels,max.jpg;rue-dangleterre-maison-Louise-scaled.jpg,,,"Rue d'Angleterre",,,,0|100,,,,,,,
tournages;patrimoine-historique,,,"Rue du Tribunal",,Chimay,BE,"Rue Fromenteau 4, 6460 Chimay, Belgique",50.049238,chimay,4.314637,6460,Wallonie,Europe/Brussels,,,,"Rue du Tribunal",,,,,,,,,,,
animation-musicale;tournages;patrimoine-historique,,,"rue du château",,Chimay,BE,"Rue Saint-Nicolas 38, 6460 Chimay, Belgique",50.048609,chimay,4.312582,6460,Wallonie,Europe/Brussels,theatre.jpg,,,"Théâtre du Château",,,,0|100,,,,,,,
divers;wifi,,,"Rue d'Angleterre 10",,Chimay,BE,"Rue d'Angleterre 28, 6460 Chimay, Belgique",50.048536,chimay,4.314805,6460,Wallonie,Europe/Brussels,laferme-interieur.jpg,,,"La Ferme Coworking",,,,0|100,,,,,,,https://la-ferme.be
moto-bienvenue;parkings;velo-bienvenue,,,"Place  Léopold",,Chimay,BE,"N99 16, 6460 Chimay, Belgique",50.047302,chimay,4.317328,6460,Wallonie,Europe/Brussels,place-leopold.jpg,,,"Place Léopold",,,,0|100,,,,,,,
moto-bienvenue;parkings;transports,,,gare,,Chimay,BE,"Rue de Virelles 18, 6460 Chimay, Belgique",50.049075,chimay,4.32103,6460,Wallonie,Europe/Brussels,gare.jpg,,,"Parking de la Gare",,,,0|100,,,,,,,
moto-bienvenue;parkings,,,"Place froissart",,Chimay,BE,"Place Froissart 17, 6460 Chimay, Belgique",50.046989,chimay,4.314134,6460,Wallonie,Europe/Brussels,froissart-scaled.jpg,,,"Parking Froissart/Patria",,,,0|100,,,,,,,
depart-de-balade;patrimoine-naturel;point-de-vue;sport;transports;velo-bienvenue;pic-nic,,,"Ancienne Gare de Chimay",,Chimay,BE,"CHIMAY Gare, 6460 Chimay, Belgique",50.048141,chimay,4.319592,6460,Wallonie,Europe/Brussels,ravel-109.jpg,,,"RAVel 109/2 vers Thuin",,,,0|100,,,,,,,
depart-de-balade;patrimoine-naturel;point-de-vue;sport;transports;velo-bienvenue;pic-nic,,,"Gare de Chimay",,Chimay,BE,"CHIMAY Gare Quai 01, 6460 Chimay, Belgique",50.048481,chimay,4.319796,6460,Wallonie,Europe/Brussels,ravel-scaled.jpg,,,"RAVeL 156 vers Momignies",,,,0|100,,,,,,,
loisirs;sport,,,"Rue de Virelles 20",,Chimay,BE,"Rue de Virelles 20f, 6460 Chimay, Belgique",50.048903,chimay,4.322711,6460,Wallonie,Europe/Brussels,piscine.jpg,,,"Piscine communale",,,,0|100,,,,,,,
loisirs;sport,,,"Avenue du Chalon 1b",,Chimay,BE,"Avenue du Châlon 1/B, 6460 Chimay, Belgique",50.048212,chimay,4.322965,6460,Wallonie,Europe/Brussels,centre-sportif-OK.jpg,,,"Centre Sportif de Chimay",,,,0|100,,,,,,,
loisirs;sport,,,"Avenue du Chalon 1",,Chimay,BE,"Rue de Virelles 34, 6460 Chimay, Belgique",50.050485,chimay,4.327329,6460,Wallonie,Europe/Brussels,viking.png,,,"Viking Tennis Paddle Club",,,,0|100,,,,,,,
transports,,,"Place des Princes",,Chimay,BE,"CHIMAY Gare Quai 03, 6460 Chimay, Belgique",50.048492,chimay,4.319744,6460,Wallonie,Europe/Brussels,panneaux-bus-1.jpg,,,"Gare des Bus (TEC)",,,,0|100,,,,,,,
patrimoine-historique;portes-historiques,,,"rue d'austravant",,Chimay,BE,"Rue d'Austravant 32, 6460 Chimay, Belgique",50.047758,chimay,4.314603,6460,"Waals Gewest",Europe/Brussels,porte-austravant-scaled.jpg,,,"Porte d'Austravant",,,,0|100,,,,,,,
monuments-et-statues;patrimoine-historique,,,"Place froissart",,Chimay,BE,"Place Froissart 22, 6460 Chimay, Belgique",50.047229,chimay,4.31354,6460,Wallonie,Europe/Brussels,froissart-scaled.jpg,,,"Statue Froissart",,,,0|100,,,,,,,
